Column1,Column2,Column3
196,121,0
81,324,0
81,441,0
256,169,0
256,81,0
9,169,0
36,121,0
841,25,0
441,64,0
9,196,0
324,169,0
1024,81,0
64,144,0
4,100,0
256,4,0
225,9,0
64,81,0
25,289,0
324,196,0
64,144,0
324,144,0
4,49,0
784,16,0
361,121,0
0,256,0
169,196,0
625,225,0
49,324,0
0,324,0
529,169,0
841,121,0
1,289,0
0,289,0
1296,100,0
1764,49,0
64,169,0
25,169,0
961,36,0
676,9,0
0,25,0
49,4,0
400,4,0
100,169,0
784,361,0
1,196,0
324,169,0
49,400,0
144,441,0
289,144,0
484,64,0
1,121,0
81,64,0
1089,1,0
484,49,0
4,1,0
400,36,0
1444,64,0
169,169,0
100,256,0
81,196,0
441,144,0
9,196,0
4,225,0
484,100,0
100,121,0
256,256,0
16,256,0
625,144,0
361,196,0
1,289,0
121,121,0
729,16,0
196,49,0
49,100,0
961,25,0
1369,1,0
81,81,0
4,225,0
784,64,0
900,49,0
0,225,0
36,169,0
100,25,0
1,81,0
484,441,0
1,324,0
400,100,0
16,225,0
100,576,0
225,400,0
900,100,0
100,64,0
9,16,0
484,0,0
441,4,0
4,144,0
64,225,0
961,169,0
576,225,0
36,324,0
289,100,0
961,0,0
256,1,0
25,16,0
324,36,0
361,64,0
4,121,0
36,100,0
225,9,0
225,25,0
100,169,0
64,121,0
289,4,0
225,25,0
4,225,0
361,256,0
1156,196,0
196,256,0
0,324,0
400,169,0
900,81,0
25,169,0
9,196,0
225,64,0
100,49,0
196,225,0
9,289,0
484,169,0
81,196,0
225,361,0
0,196,0
625,49,0
196,9,0
9,16,0
361,49,0
676,1,0
25,225,0
1,400,0
400,225,0
625,225,0
25,441,0
81,289,0
1296,16,0
1156,4,0
121,144,0
121,225,0
484,81,0
121,100,0
0,256,0
169,196,0
324,121,0
25,324,0
121,361,0
169,100,0
196,36,0
64,121,0
49,81,0
256,4,0
196,16,0
0,121,0
196,100,0
1089,64,0
289,225,0
9,324,0
400,81,0
1024,16,0
49,36,0
25,36,0
144,1,0
100,1,0
81,100,0
0,144,0
576,49,0
256,81,0
1,225,0
81,196,0
676,81,0
144,144,0
1,196,0
144,100,0
441,100,0
9,289,0
4,361,0
1024,169,0
1444,121,0
49,225,0
4,169,0
784,16,0
900,1,0
64,100,0
100,100,0
324,16,0
9,121,0
400,484,0
4,361,0
324,100,0
25,81,0
225,16,0
121,36,0
529,1,0
25,256,0
25,400,0
576,169,0
361,144,0
4,324,0
196,289,0
1024,121,0
361,196,0
16,289,0
256,144,0
529,36,0
25,81,0
4,144,0
529,81,0
361,64,0
49,169,0
16,196,0
361,64,0
81,25,0
121,49,0
4,49,0
729,36,0
361,121,0
4,256,0
196,100,0
625,49,0
81,121,0
16,169,0
841,36,0
1225,25,0
49,196,0
4,289,0
324,144,0
9,169,0
324,400,0
1,289,0
676,81,0
64,121,0
144,289,0
81,144,0
784,25,0
121,64,0
9,100,0
484,16,0
625,25,0
9,144,0
9,196,0
484,64,0
361,49,0
4,196,0
169,169,0
1225,16,0
625,9,0
81,64,0
400,64,0
576,16,0
4,36,0
25,100,0
169,81,0
144,121,0
100,256,0
64,225,0
256,81,0
196,100,0
16,324,0
16,225,0
400,81,0
25,144,0
4,289,0
625,144,0
1681,64,0
289,169,0
16,169,0
729,25,0
841,1,0
9,64,0
81,144,0
169,81,0
16,196,0
361,441,0
16,225,0
676,49,0
441,81,0
64,121,0
256,25,0
400,9,0
0,121,0
49,196,0
169,64,0
529,36,0
4,144,0
1,169,0
961,49,0
1444,49,0
196,196,0
144,225,0
676,64,0
256,64,0
0,169,0
100,144,0
256,49,0
64,121,0
169,225,0
361,144,0
841,144,0
0,400,0
64,400,0
196,121,0
196,81,0
4,289,0
36,256,0
576,9,0
169,121,0
4,121,0
529,1,0
1156,36,0
81,400,0
0,1024,0
441,441,0
400,25,0
25,49,0
36,169,0
144,36,0
1,9,0
441,100,2
64,144,2
3136,36,2
2209,9,2
225,9,2
225,25,2
361,100,2
16,25,2
361,9,2
9,0,2
289,144,2
36,1225,2
100,2116,2
1225,1089,2
1089,144,2
25,9,2
9,0,2
144,324,2
144,676,2
784,625,2
0,400,2
484,144,2
4,100,2
121,36,2
169,16,2
900,121,2
256,0,2
289,841,2
1089,2209,2
625,1764,2
36,1089,2
256,529,2
900,144,2
81,25,2
49,9,2
169,9,2
1089,1156,2
576,2116,2
324,576,2
1024,0,2
576,16,2
36,81,2
25,196,2
441,49,2
289,36,2
144,256,2
144,676,2
64,1024,2
0,1764,2
225,2500,2
1,2704,2
144,2025,2
0,144,2
9,289,2
1296,1764,2
2209,5776,2
289,4761,2
49,1849,2
961,961,2
1156,441,2
169,625,2
256,1681,2
625,1444,2
1,900,2
625,1296,2
0,1521,2
676,144,2
144,324,2
0,361,2
169,4,2
121,484,2
169,1225,2
100,676,2
324,484,2
441,484,2
4,121,2
100,4,2
841,9,2
324,36,2
0,256,2
81,81,2
324,25,2
25,256,2
9,1369,2
625,2401,2
676,1296,2
4,841,2
100,676,2
100,81,2
100,9,2
64,9,2
0,121,2
529,196,2
289,1,2
25,100,2
625,441,2
1681,441,2
400,256,2
100,36,2
1024,1,2
1369,0,2
64,256,2
1,1444,2
144,1089,2
0,36,2
529,25,2
81,1,2
225,25,2
16,361,2
529,49,2
9,900,2
900,1521,2
256,256,2
64,64,2
784,144,2
1024,9,2
100,4,2
81,49,2
900,25,2
900,64,2
49,1,2
100,25,2
1156,576,2
900,900,2
64,1,2
100,196,2
225,4,2
100,100,2
529,100,2
4,36,2
289,64,2
4,289,2
16,529,2
484,784,2
625,2209,2
25,3844,2
100,2401,2
729,441,2
169,49,2
1,576,2
361,676,2
1681,81,2
576,64,2
64,144,2
484,289,2
441,784,2
49,529,2
169,0,2
25,729,2
16,961,2
676,49,2
36,484,2
729,0,2
576,1,2
64,400,2
400,256,2
1089,25,2
225,441,2
1,196,2
100,169,2
169,2304,2
9,3844,2
4,2209,2
841,1156,2
1444,1225,2
121,1936,2
100,1089,2
529,49,2
9,25,2
289,100,2
9,25,2
625,324,2
36,1521,2
81,1521,2
100,121,2
529,441,2
64,529,2
9,625,2
400,1369,2
225,400,2
49,100,2
9,1600,2
729,4225,2
225,6241,2
0,3721,2
225,64,2
961,1764,2
441,2704,2
256,400,2
900,121,2
676,625,2
1,576,2
0,16,2
361,144,2
256,64,2
49,324,2
9,676,2
400,64,2
256,529,2
0,225,2
49,441,2
361,100,2
36,784,2
16,3136,2
961,3721,2
1444,3136,2
49,2209,2
36,1681,2
256,576,2
400,36,2
16,144,2
36,64,2
64,841,2
16,2209,2
484,2500,2
0,1089,2
484,289,2
25,16,2
16,625,2
324,1296,2
784,1024,2
25,144,2
0,1,2
225,4,2
64,100,2
121,625,2
49,289,2
1681,4,2
1089,121,2
100,1156,2
625,1296,2
1936,529,2
784,361,2
196,784,2
841,961,2
625,784,2
196,529,2
625,36,2
49,81,2
324,324,2
16,225,2
9,144,2
1024,81,2
625,4,2
64,0,2
484,256,2
900,1764,2
64,1681,2
1,961,2
676,576,2
1024,9,2
1,784,2
49,1296,2
169,784,2
1,676,2
784,1024,2
144,900,2
441,1764,2
121,4356,2
144,4225,2
49,2809,2
1089,2209,2
441,1936,2
225,2304,2
676,1296,2
256,0,2
225,729,2
144,1089,2
400,576,2
676,1,2
16,484,2
81,1444,2
1225,1521,2
900,1089,2
81,900,2
169,324,2
484,196,2
49,1225,2
4,529,2
625,36,2
676,81,2
36,400,2
169,1369,2
196,1681,2
324,49,2
0,841,2
36,841,2
441,121,2
25,16,2
81,100,2
100,1521,2
729,625,2
36,484,2
16,3025,2
324,4225,2
676,2916,2
9,1764,2
25,1225,2
625,625,2
169,625,2
169,169,2
1,289,2
576,576,2
144,144,2
36,16,2
36,196,2
484,324,2
100,625,2
25,961,2
625,576,2
841,64,2
25,49,2
36,441,2
1521,784,2
1764,484,2
64,256,2
1,400,2
484,484,2
169,64,2
36,81,2
64,36,2
676,784,2
9,3025,2
225,1764,2
16,256,2
225,121,2
144,9,2
324,576,2
256,1156,2
729,169,2
25,25,2
100,9,2
900,169,2
289,441,2
0,16,2
324,1444,2
1521,1936,2
289,1444,2
4,1089,2
441,841,2
484,289,2
9,1,2
4,361,2
729,324,2
324,64,2
324,441,2
169,1,2
441,324,2
441,64,2
1,625,2
36,1521,2
529,1024,2
100,1024,2
9,256,2
1156,169,2
1936,784,2
64,324,2
36,9,2
625,25,2
1089,169,2
9,400,2
121,256,2
169,196,2
0,576,2
361,3136,2
121,6241,2
1681,4096,2
144,1156,2
289,9,2
25,225,2
841,361,2
49,625,2
64,1296,2
81,2209,2
289,2601,2
9,784,2
81,324,2
841,2116,2
361,2304,2
0,1681,2
225,1296,2
1600,1444,2
784,1849,2
64,1521,2
144,441,2
225,16,2
25,25,2
144,1,2
169,441,2
400,4,2
4,196,2
25,144,2
196,2401,2
144,3721,2
16,529,2
81,1600,2
961,5184,2
324,4624,2
49,4489,2
841,4225,2
1600,1521,2
144,100,2
0,4,2
324,49,2
225,121,2
81,1024,2
16,400,2
484,16,2
121,9,2
441,144,2
196,1156,2
144,1024,2
169,36,2
9,0,2
289,625,2
900,484,2
196,81,2
9,841,2
441,1156,2
676,1444,2
49,1764,2
81,1225,2
1156,361,2
1024,169,2
100,484,2
256,576,2
1156,169,2
484,121,2
16,256,2
144,400,2
121,361,2
256,361,2
400,225,2
64,16,2
100,100,2
256,441,2
169,484,2
324,1,2
576,1444,2
196,3721,2
784,2704,2
1600,625,2
361,25,2
25,100,2
576,256,2
1156,1,2
64,81,2
16,81,2
100,1089,2
36,1024,2
289,289,2
121,289,2
64,324,2
0,64,2
256,1156,2
16,529,2
1156,81,2
576,729,2
25,2809,2
196,3025,2
529,1225,2
36,1,2
1,529,2
841,676,2
1521,289,2
121,25,2
16,169,2
729,576,2
784,625,2
64,1600,2
121,2116,2
400,676,2
9,400,2
361,900,2
25,676,2
484,144,2
1,196,2
169,729,2
64,729,2
256,441,2
1,256,2
1,1,2
529,144,2
441,324,2
9,625,2
144,961,2
900,484,2
484,25,2
100,961,2
400,1369,2
900,1296,2
196,1225,2
49,1296,2
576,784,2
289,361,2
576,169,2
1369,4,2
25,0,2
625,4,2
25,9,2
1,144,2
1681,81,2
1369,0,1
25,36,1
289,225,1
2704,16,1
2401,1156,1
900,2916,1
900,2209,1
100,25,1
484,441,1
49,529,1
25,289,1
1296,9,1
6241,16,1
5184,196,1
900,1156,1
81,0,1
1156,2916,1
5476,4356,1
7396,2209,1
576,576,1
1936,529,1
1225,1156,1
1521,1936,1
3600,3136,1
1849,2601,1
5329,676,1
10609,121,1
13456,729,1
14641,1024,1
9801,49,1
1156,100,1
5929,169,1
10609,324,1
25,169,1
6241,9,1
10816,49,1
10609,1,1
2704,16,1
3844,400,1
14641,1024,1
3481,81,1
169,256,1
361,1,1
5184,289,1
1369,49,1
1225,25,1
7225,225,1
1089,36,1
3844,36,1
3025,1,1
400,64,1
1156,1,1
4,4,1
1681,0,1
8281,81,1
2209,441,1
100,900,1
576,961,1
4225,49,1
16129,676,1
6889,2401,1
100,3364,1
100,961,1
841,0,1
841,484,1
144,2116,1
676,1521,1
2704,900,1
1849,625,1
1296,484,1
4489,9,1
2401,289,1
3364,49,1
12100,36,1
2500,841,1
1296,576,1
6889,484,1
4356,3249,1
81,2704,1
25,1936,1
361,2401,1
6724,784,1
15876,4,1
7056,64,1
1600,625,1
4761,484,1
6084,289,1
441,784,1
16,1024,1
4225,144,1
6561,289,1
729,1444,1
1089,576,1
4356,9,1
16,25,1
1369,1,1
1936,36,1
5625,64,1
1024,841,1
9216,16,1
2304,1681,1
2809,1296,1
16129,0,1
9216,9,1
16,361,1
441,676,1
8281,121,1
729,121,1
3721,484,1
2601,576,1
2116,676,1
7056,1089,1
5625,361,1
1225,25,1
6241,9,1
34225,1156,1
28561,529,1
0,289,1
6724,169,1
9,400,1
1225,441,1
2304,0,1
1089,4,1
121,121,1
9409,49,1
28561,25,1
2401,1,1
2601,49,1
4,9,1
81,25,1
2809,64,1
784,49,1
1444,256,1
81,169,1
1764,1849,1
1024,900,1
12321,16,1
529,196,1
32041,841,1
12544,144,1
16,289,1
3249,324,1
9604,0,1
196,169,1
3249,1296,1
3249,3364,1
11664,2025,1
1225,49,1
169,49,1
1,0,1
9,64,1
225,144,1
1444,144,1
4356,676,1
441,16,1
1936,4,1
7569,1225,1
21609,3481,1
196,676,1
5041,1,1
225,225,1
2916,441,1
2601,1,1
8464,1,1
361,676,1
784,25,1
9216,961,1
324,196,1
7744,400,1
361,361,1
3600,16,1
576,144,1
13924,441,1
5041,100,1
1296,1,1
2704,64,1
196,441,1
7744,484,1
144,256,1
12769,3600,1
7225,3600,1
1444,1369,1
324,900,1
10404,484,1
8100,9,1
1,16,1
9,1089,1
676,1521,1
19600,4,1
13924,324,1
4761,81,1
16129,144,1
0,529,1
4624,784,1
900,81,1
576,529,1
1764,324,1
1369,841,1
11881,225,1
2025,121,1
0,16,1
4096,2304,1
9216,3481,1
9,361,1
961,25,1
2116,64,1
1600,0,1
1089,961,1
0,289,1
7056,529,1
2116,576,1
3249,1,1
1600,9,1
784,144,1
0,4,1
2704,1,1
1600,289,1
1024,400,1
3364,256,1
121,676,1
5776,841,1
1296,81,1
4900,25,1
400,324,1
21316,3136,1
28561,2304,1
2401,144,1
784,64,1
6084,784,1
100,841,1
8100,196,1
2116,25,1
361,169,1
841,1444,1
2500,1444,1
900,25,1
2500,121,1
841,4,1
324,1,1
6889,225,1
6724,225,1
2401,9,1
10609,100,1
961,400,1
49,36,1
196,64,1
11664,1296,1
12769,1089,1
169,9,1
196,1,1
3721,625,1
3364,729,1
2304,4,1
1681,25,1
4489,256,1
3721,484,1
729,36,1
784,16,1
9,196,1
3844,81,1
8100,9,1
625,64,1
8836,169,1
729,225,1
49,961,1
5329,3249,1
1156,2116,1
8649,0,1
5625,256,1
7225,64,1
20736,289,1
3844,1,1
676,100,1
841,100,1
2025,841,1
12100,1369,1
3364,4,1
64,841,1
484,676,1
576,121,1
6241,81,1
9801,49,1
676,4,1
8464,196,1
1444,1764,1
3364,625,1
17161,81,1
1521,16,1
9025,2209,1
6400,2916,1
3364,1156,1
12321,729,1
13456,361,1
4096,49,1
3136,36,1
9216,400,1
2916,324,1
7744,25,1
18769,121,1
3249,196,1
4,1,1
529,81,1
3969,25,1
4489,324,1
36,49,1
169,49,1
5184,25,1
21609,25,1
7225,144,1
0,361,1
841,1089,1
4489,961,1
121,484,1
36,676,1
6724,324,1
3136,9,1
4356,289,1
5329,484,1
36,256,1
841,16,1
11025,196,1
1936,16,1
2601,4,1
3364,121,1
961,400,1
16,400,1
2401,144,1
5929,81,1
324,49,1
2601,4,1
289,0,1
1681,324,1
196,1156,1
12100,361,1
5041,1,1
1089,16,1
2601,324,1
2401,144,1
4225,4,1
1156,4,1
576,25,1
1296,36,1
1369,16,1
3600,169,1
1089,400,1
4900,324,1
784,1089,1
1225,2704,1
2209,1225,1
0,4,1
100,25,1
6724,81,1
21609,169,1
7056,9,1
1024,4,1
7921,400,1
14884,484,1
2401,64,1
121,676,1
729,2209,1
2304,529,1
22201,1,1
10816,0,1
100,1,1
900,196,1
4356,49,1
81,81,1
6724,25,1
1521,121,1
36,25,1
529,225,1
1225,289,1
324,169,1
225,961,1
3844,1849,1
3249,900,1
1849,625,1
4761,961,1
1,144,1
361,324,1
484,144,1
25,225,1
2209,625,1
1156,441,1
16,529,1
529,225,1
4761,36,1
1936,36,1
225,121,1
841,64,1
900,64,1
1225,49,1
4356,25,1
2809,100,1
1369,169,1
5329,484,1
16,256,1
1521,0,1
0,0,1
784,289,1
289,729,1
4761,324,1
4225,400,1
2025,361,1
1369,16,1
0,361,1
2025,64,1
784,100,1
576,361,1
1156,196,1
16,16,1
9,4,1
81,225,1
169,361,1
361,400,1
1369,784,1
5041,841,1
784,625,1
1024,484,1
1764,529,1
1444,625,1
5625,1369,1
6724,3249,1
4096,1225,1
11664,441,1
13689,1849,1
49,144,1
12321,25,1
3844,16,1
49,1,1
3136,576,1
5184,400,1
784,9,1
4489,100,1
18496,64,1
8464,121,1
144,4,1
784,625,1
1600,900,1
5929,529,1
4624,576,1
6084,121,1
8836,169,1
100,841,1
12321,784,1
11236,225,1
1089,16,1
49,49,1
256,361,1
1225,529,1
2116,529,1
1,1024,1
1024,1296,1
25,484,1
1296,169,1
1296,324,1
2209,196,1
2209,9,1
0,0,1
841,0,1
64,4,1
1600,25,1
225,4,1
169,16,1
2809,36,1
2116,4,1
4,841,1
441,1225,1
841,256,1
4761,81,1
8100,484,1
1444,900,1
196,484,1
1,324,1
36,256,1
3136,81,1
5041,225,1
289,1296,1
3136,1521,1
529,484,1
7225,361,1
3025,841,1
1444,484,1
6724,16,1
7056,81,1
49,100,1
1849,4,1
529,784,1
144,400,1
64,121,1
900,361,1
1600,484,1
4,1764,1
324,2601,1
64,729,1
841,25,1
4225,121,1
3364,16,1
4,400,1
784,484,1
324,4,1
1296,16,1
3969,0,1
3364,324,1
2401,1521,1
2916,576,1
1156,121,1
625,529,1
1521,49,1
1089,1,1
6889,81,1
4624,841,1
2809,1521,1
1156,1369,1
625,1849,1
7396,2025,1
4225,441,1
81,9,1
961,9,1
144,64,1
289,81,1
729,16,1
36,144,1
64,144,1
2809,121,1
5476,289,1
2116,121,1
961,676,1
2025,25,1
1024,0,1
324,625,1
1089,729,1
144,64,1
961,64,1
1936,625,1
36,900,1
2025,484,1
16,529,1
2809,289,1
1089,121,1
576,676,1
729,49,1
169,4,1
484,484,1
121,400,1
225,36,1
6561,576,1
18225,1156,1
12100,2809,1
1521,2500,1
100,16,1
625,961,1
9,900,1
1936,729,1
1936,484,1
2916,64,1
6889,2209,1
5184,2304,1
576,484,1
121,324,1
1369,1444,1
3844,1600,1
3481,144,1
1,0,1
3364,9,1
1369,9,1
121,1,1
144,196,1
289,225,1
4624,1,1
5625,1,1
36,1089,1
289,2304,1
16,361,1
2916,121,1
9801,729,1
1521,169,1
4356,49,1
7396,25,1
1764,361,1
100,0,1
289,729,1
1936,576,1
2304,100,1
196,121,1
1225,25,1
2401,676,1
625,1936,1
1225,529,1
8836,16,1
4096,324,1
961,441,1
17161,1,1
28900,36,1
18225,1,1
9604,0,1
4489,64,1
225,1,1
16,256,1
676,324,1
784,676,1
361,2025,1
1225,2209,1
25,676,1
729,441,1
49,1369,1
4,1369,1
100,121,1
441,25,1
81,196,1
1024,1,1
3969,529,1
576,49,1
784,196,1
1,49,1
5929,4,1
10000,144,1
7744,361,1
5184,49,1
144,289,1
6084,2025,1
8464,1444,1
1936,100,1
1156,9,1
729,81,1
100,0,1
1225,25,1
576,256,1
25,729,1
529,25,1
2209,1225,1
4,484,1
2401,225,1
100,484,1
144,16,1
144,1225,1
1,1936,1
1936,49,1
1156,225,1
49,36,1
64,441,1
3136,289,1
841,784,1
676,1156,1
441,256,1
784,16,1
6400,196,1
4900,529,1
400,441,1
4356,900,1
2401,1225,1
3969,400,1
7225,9,1
1521,81,1
961,400,1
1296,169,1
16,1,1
196,1,1
1849,169,1
3364,100,1
169,36,1
3249,144,1
3844,81,1
81,0,1
1600,196,1
25,1600,1
25,1024,1
1521,9,1
1156,4,1
144,225,1
961,100,1
3136,0,1
1089,36,1
16,144,1
256,16,1
484,4,1
36,324,1
169,484,1
441,4,1
1089,169,1
64,81,1
16,361,1
289,25,1
0,121,1
100,841,1
324,441,1
1369,16,0
121,225,0
1,576,0
484,36,0
900,9,0
4,81,0
25,169,0
81,9,0
1,64,0
361,81,0
25,324,0
324,121,0
64,121,0
9,196,0
361,4,0
1225,256,0
324,484,0
144,81,0
1296,25,0
1156,196,0
16,576,0
9,576,0
576,256,0
289,361,0
100,900,0
64,289,0
64,64,0
9,9,0
256,400,0
9,900,0
400,784,0
36,961,0
49,729,0
2209,100,0
3364,16,0
625,144,0
121,196,0
1296,4,0
1225,0,0
16,196,0
4,324,0
144,144,0
196,289,0
1600,625,0
361,256,0
1,49,0
121,64,0
144,49,0
256,1,0
841,4,0
196,100,0
256,144,0
1444,0,0
1024,1,0
81,169,0
225,196,0
1024,9,0
361,4,0
0,196,0
81,225,0
225,49,0
4,49,0
36,121,0
289,64,0
324,121,0
64,400,0
36,225,0
576,0,0
676,1,0
36,225,0
289,225,0
1369,36,0
324,100,0
0,400,0
324,400,0
1089,324,0
36,625,0
121,484,0
100,9,0
400,25,0
49,25,0
144,64,0
64,9,0
0,196,0
484,784,0
0,289,0
1089,100,0
324,400,0
25,1,0
36,196,0
169,256,0
16,324,0
36,121,0
289,0,0
484,4,0
25,441,0
81,729,0
900,196,0
625,81,0
100,256,0
784,81,0
3136,49,0
1936,16,0
441,169,0
676,361,0
676,289,0
16,529,0
841,900,0
400,625,0
64,361,0
169,441,0
1,256,0
784,25,0
784,81,0
36,625,0
256,625,0
1296,49,0
484,0,0
49,16,0
729,324,0
1600,400,0
196,9,0
0,16,0
324,1,0
256,36,0
121,529,0
49,729,0
361,441,0
25,529,0
256,400,0
121,49,0
1369,4,0
121,121,0
121,484,0
64,324,0
576,256,0
9,400,0
36,256,0
225,16,0
529,9,0
4,169,0
4,144,0
961,0,0
1089,0,0
25,81,0
9,100,0
441,0,0
169,9,0
25,4,0
25,0,0
196,0,0
81,144,0
289,400,0
196,441,0
841,729,0
36,1444,0
16,1089,0
676,324,0
441,225,0
0,625,0
121,484,0
784,81,0
64,36,0
121,49,0
36,0,0
484,16,0
36,36,0
4,361,0
676,225,0
676,64,0
1,196,0
0,196,0
784,16,0
625,9,0
4,144,0
64,81,0
676,16,0
196,81,0
36,196,0
16,36,0
289,1,0
0,25,0
25,121,0
625,9,0
1369,9,0
49,4,0
9,64,0
529,9,0
961,100,0
81,625,0
169,576,0
841,196,0
25,400,0
400,841,0
0,361,0
441,49,0
0,64,0
289,169,0
169,36,0
1444,1,0
225,81,0
0,64,0
225,9,0
169,169,0
36,484,0
16,169,0
841,0,0
400,0,0
16,16,0
361,16,0
1024,64,0
256,16,0
49,324,0
576,196,0
361,64,0
144,256,0
256,441,0
196,196,0
324,121,0
9,256,0
16,225,0
784,121,0
256,289,0
0,324,0
729,36,0
2401,1,0
441,100,0
0,196,0
576,49,0
900,1,0
64,121,0
256,676,0
36,961,0
144,784,0
1681,529,0
169,225,0
576,25,0
16,25,0
324,36,0
144,49,0
1600,196,0
441,0,0
169,169,0
1444,225,0
1521,196,0
25,441,0
0,529,0
676,225,0
324,196,0
81,361,0
36,256,0
1521,16,0
900,9,0
36,100,0
289,121,0
784,49,0
16,100,0
9,225,0
625,0,0
676,256,0
49,25,0
16,196,0
576,400,0
225,400,0
324,484,0
100,289,0
361,64,0
121,121,0
4,361,0
576,289,0
1444,64,0
49,49,0
25,36,0
441,0,0
529,9,0
49,169,0
1,256,0
729,100,0
144,36,0
529,144,0
25,225,0
841,81,0
256,64,0
4,144,0
289,25,0
900,0,0
25,25,0
16,289,0
529,529,0
900,484,0
1,529,0
1,400,0
1296,64,0
1444,0,0
81,169,0
169,729,0
1369,324,0
625,49,0
4,81,0
49,144,0
144,36,0
441,100,0
1156,400,0
9,289,0
289,81,0
225,49,0
289,16,0
441,1,0
784,16,0
25,144,0
256,169,0
1444,25,0
441,0,0
1,0,0
625,0,0
1444,0,0
9,64,0
81,225,0
400,121,0
529,25,0
49,36,0
36,49,0
484,9,0
144,64,0
324,529,0
1,1024,0
1024,484,0
400,169,0
1,100,0
289,16,0
1296,1,0
169,0,0
9,64,0
1089,9,0
1681,16,0
25,25,0
4,225,0
900,144,0
1089,196,0
0,576,0
0,441,0
576,64,0
16,100,0
1369,676,0
81,900,0
441,625,0
36,676,0
729,625,0
196,144,0
1764,0,0
225,9,0
9,64,0
625,25,0
529,0,0
0,4,0
49,100,0
784,81,0
121,25,0
81,9,0
225,1,0
1849,0,0
625,100,0
49,361,0
576,289,0
625,196,0
64,361,0
121,576,0
441,529,0
361,400,0
225,289,0
144,25,0
441,25,0
225,1,0
225,256,0
0,225,0
961,49,0
400,81,0
36,100,0
1156,9,0
2304,1,0
196,49,0
1,9,0
400,0,0
169,196,0
225,1089,0
0,1024,0
961,100,0
64,36,0
841,9,0
121,1,0
529,4,0
256,144,0
49,529,0
784,400,0
1296,225,0
36,256,0
16,169,0
256,9,0
196,16,0
81,256,0
16,324,0
1764,64,0
1444,36,0
64,225,0
225,225,0
1225,64,0
361,81,0
0,225,0
225,81,0
529,49,0
25,324,0
196,576,0
196,169,0
400,81,0
81,144,0
81,25,0
256,9,0
169,16,0
16,196,0
121,144,0
1089,9,0
256,1,0
0,64,0
529,100,0
1225,49,0
36,169,0
25,196,0
289,25,0
196,16,0
169,256,0
36,289,0
625,64,0
121,81,0
361,169,0
4,121,0
676,144,0
196,529,0
4,784,0
169,324,0
676,81,0
36,144,0
16,169,0
1296,4,0
1849,0,0
81,100,0
1,169,0
841,4,0
961,16,0
36,289,0
64,256,0
400,36,0
4,225,0
441,841,0
4,625,0
441,121,0
4,121,0
169,144,0
144,9,0
484,0,0
0,64,0
0,100,0
484,4,0
324,9,0
4,144,0
324,121,0
1444,25,0
400,100,0
16,225,0
400,25,0
841,64,0
16,1,0
9,169,0
289,400,0
169,441,0
225,484,0
100,324,0
361,64,0
225,36,0
25,169,0
36,144,0
784,49,0
256,196,0
1,441,0
144,169,0
676,9,0
64,36,0
25,81,0
1444,25,0
2025,16,0
81,121,0
4,121,0
225,36,0
1,144,0
529,484,0
25,225,0
625,4,0
81,64,0
100,400,0
169,225,0
1024,36,0
144,100,0
4,144,0
576,36,0
729,25,0
1,100,0
25,81,0
289,9,0
289,49,0
1,225,0
144,64,0
1225,36,0
676,1,0
100,256,0
361,484,0
676,196,0
16,121,0
1,121,0
441,49,0
529,121,0
49,676,0
81,729,0
256,64,0
169,16,0
144,4,0
49,49,0
196,25,0
100,196,0
9,529,0
841,256,0
1936,49,0
225,144,0
4,289,0
529,64,0
1089,9,0
16,100,0
9,144,0
324,36,0
25,100,0
484,441,0
25,441,0
484,144,0
16,361,0
324,729,0
16,256,0
729,1,0
81,9,0
1,49,0
324,4,0
625,9,0
16,144,0
49,169,0
1444,4,0
1369,16,0
100,289,0
169,361,0
1296,36,0
784,9,0
64,4,0
256,1,0
324,81,0
121,484,0
484,841,0
36,400,0
324,196,0
49,324,0
169,225,0
169,4,0
361,9,0
25,324,0
324,484,0
1369,144,0
361,196,0
1,400,0
324,144,0
1156,9,0
81,81,0
9,169,0
289,9,0
289,4,0
81,16,0
25,100,0
484,121,0
144,289,0
441,529,0
81,196,0
400,9,0
196,64,0
1,225,0
196,196,0
841,144,0
169,49,0
4,4,0
484,81,0
729,4,0
0,100,0
9,81,0
1156,1,0
1936,49,0
196,484,0
64,225,0
676,100,0
400,64,0
1,361,0
121,1089,0
324,1024,0
81,1156,0
529,1024,0
36,169,0
484,9,0
0,0,0
25,9,0
361,0,0
361,49,0
1,625,0
64,1089,0
900,441,0
256,169,0
1,144,0
256,36,0
961,0,0
144,49,0
1,144,0
441,36,0
576,16,0
0,100,0
0,36,0
625,25,0
361,4,0
81,169,0
25,289,0
361,121,0
144,196,0
16,361,0
64,64,0
529,1,0
36,64,0
0,196,0
900,81,0
1764,49,0
121,289,0
0,441,0
900,100,0
1225,36,0
16,169,0
1,121,0
256,36,0
25,361,0
841,900,0
9,400,0
576,49,0
25,121,0
81,324,0
196,49,0
676,9,0
9,1,0
1,1,0
400,4,0
400,64,0
1,576,0
121,529,0
1521,81,0
1089,64,0
100,361,0
289,400,0
900,64,0
121,16,0
1,64,0
225,81,0
256,100,0
144,324,0
256,361,0
225,81,0
324,64,0
64,225,0
25,121,0
256,9,0
144,64,0
4,361,0
625,169,0
1849,9,0
324,16,0
0,49,0
484,9,0
1156,1,0
0,9,0
144,81,0
